path,name,label
D:\pytorch\dataloader\data\12692_frog.png,frog,6
D:\pytorch\dataloader\data\12693_bird.png,bird,2
D:\pytorch\dataloader\data\12694_bird.png,bird,2
D:\pytorch\dataloader\data\12695_horse.png,horse,7
D:\pytorch\dataloader\data\12696_dog.png,dog,5
D:\pytorch\dataloader\data\12697_bird.png,bird,2
D:\pytorch\dataloader\data\12698_deer.png,deer,4
D:\pytorch\dataloader\data\12699_ship.png,ship,8
D:\pytorch\dataloader\data\1269_cat.png,cat,3
D:\pytorch\dataloader\data\1269_deer.png,deer,4
D:\pytorch\dataloader\data\126_automobile.png,automobile,1
D:\pytorch\dataloader\data\126_ship.png,ship,8
D:\pytorch\dataloader\data\12700_truck.png,truck,9
D:\pytorch\dataloader\data\12701_dog.png,dog,5
D:\pytorch\dataloader\data\12702_automobile.png,automobile,1
D:\pytorch\dataloader\data\12703_bird.png,bird,2
D:\pytorch\dataloader\data\12704_airplane.png,airplane,0
D:\pytorch\dataloader\data\12705_horse.png,horse,7
D:\pytorch\dataloader\data\12706_truck.png,truck,9
D:\pytorch\dataloader\data\12707_cat.png,cat,3
D:\pytorch\dataloader\data\12708_truck.png,truck,9
D:\pytorch\dataloader\data\12709_truck.png,truck,9
D:\pytorch\dataloader\data\1270_airplane.png,airplane,0
D:\pytorch\dataloader\data\1270_automobile.png,automobile,1
D:\pytorch\dataloader\data\12710_bird.png,bird,2
D:\pytorch\dataloader\data\12711_bird.png,bird,2
D:\pytorch\dataloader\data\12712_truck.png,truck,9
D:\pytorch\dataloader\data\12713_horse.png,horse,7
D:\pytorch\dataloader\data\12714_horse.png,horse,7
D:\pytorch\dataloader\data\12715_truck.png,truck,9
D:\pytorch\dataloader\data\12716_dog.png,dog,5
D:\pytorch\dataloader\data\12717_deer.png,deer,4
D:\pytorch\dataloader\data\12718_truck.png,truck,9
D:\pytorch\dataloader\data\12719_automobile.png,automobile,1
D:\pytorch\dataloader\data\1271_cat.png,cat,3
D:\pytorch\dataloader\data\1271_ship.png,ship,8
D:\pytorch\dataloader\data\12720_bird.png,bird,2
D:\pytorch\dataloader\data\12721_bird.png,bird,2
D:\pytorch\dataloader\data\12722_horse.png,horse,7
D:\pytorch\dataloader\data\12723_deer.png,deer,4
D:\pytorch\dataloader\data\12724_bird.png,bird,2
D:\pytorch\dataloader\data\12725_ship.png,ship,8
D:\pytorch\dataloader\data\12726_dog.png,dog,5
D:\pytorch\dataloader\data\12727_deer.png,deer,4
D:\pytorch\dataloader\data\12728_dog.png,dog,5
D:\pytorch\dataloader\data\12729_truck.png,truck,9
D:\pytorch\dataloader\data\1272_deer.png,deer,4
D:\pytorch\dataloader\data\1272_dog.png,dog,5
D:\pytorch\dataloader\data\12730_airplane.png,airplane,0
D:\pytorch\dataloader\data\12731_ship.png,ship,8
D:\pytorch\dataloader\data\12732_automobile.png,automobile,1
D:\pytorch\dataloader\data\12733_horse.png,horse,7
D:\pytorch\dataloader\data\12734_dog.png,dog,5
D:\pytorch\dataloader\data\12735_frog.png,frog,6
D:\pytorch\dataloader\data\12736_frog.png,frog,6
D:\pytorch\dataloader\data\12737_deer.png,deer,4
D:\pytorch\dataloader\data\12738_horse.png,horse,7
D:\pytorch\dataloader\data\12739_frog.png,frog,6
D:\pytorch\dataloader\data\1273_frog.png,frog,6
D:\pytorch\dataloader\data\1273_horse.png,horse,7
D:\pytorch\dataloader\data\12740_airplane.png,airplane,0
D:\pytorch\dataloader\data\12741_automobile.png,automobile,1
D:\pytorch\dataloader\data\12742_bird.png,bird,2
D:\pytorch\dataloader\data\12743_automobile.png,automobile,1
D:\pytorch\dataloader\data\12744_horse.png,horse,7
D:\pytorch\dataloader\data\12745_truck.png,truck,9
D:\pytorch\dataloader\data\12746_automobile.png,automobile,1
D:\pytorch\dataloader\data\12747_ship.png,ship,8
D:\pytorch\dataloader\data\12748_bird.png,bird,2
D:\pytorch\dataloader\data\12749_airplane.png,airplane,0
D:\pytorch\dataloader\data\1274_cat.png,cat,3
D:\pytorch\dataloader\data\1274_dog.png,dog,5
D:\pytorch\dataloader\data\12750_cat.png,cat,3
D:\pytorch\dataloader\data\12751_horse.png,horse,7
D:\pytorch\dataloader\data\12752_bird.png,bird,2
D:\pytorch\dataloader\data\12753_bird.png,bird,2
D:\pytorch\dataloader\data\12754_airplane.png,airplane,0
D:\pytorch\dataloader\data\12755_automobile.png,automobile,1
D:\pytorch\dataloader\data\12756_horse.png,horse,7
D:\pytorch\dataloader\data\12757_airplane.png,airplane,0
D:\pytorch\dataloader\data\12758_cat.png,cat,3
D:\pytorch\dataloader\data\12759_horse.png,horse,7
D:\pytorch\dataloader\data\1275_cat.png,cat,3
D:\pytorch\dataloader\data\1275_horse.png,horse,7
D:\pytorch\dataloader\data\12760_truck.png,truck,9
D:\pytorch\dataloader\data\12761_airplane.png,airplane,0
D:\pytorch\dataloader\data\12762_ship.png,ship,8
D:\pytorch\dataloader\data\12763_horse.png,horse,7
D:\pytorch\dataloader\data\12764_airplane.png,airplane,0
D:\pytorch\dataloader\data\12765_frog.png,frog,6
D:\pytorch\dataloader\data\12766_automobile.png,automobile,1
D:\pytorch\dataloader\data\12767_airplane.png,airplane,0
D:\pytorch\dataloader\data\12768_dog.png,dog,5
D:\pytorch\dataloader\data\12769_dog.png,dog,5
D:\pytorch\dataloader\data\1276_dog.png,dog,5
D:\pytorch\dataloader\data\1276_horse.png,horse,7
D:\pytorch\dataloader\data\12770_horse.png,horse,7
D:\pytorch\dataloader\data\12771_ship.png,ship,8
D:\pytorch\dataloader\data\12772_ship.png,ship,8
D:\pytorch\dataloader\data\12773_automobile.png,automobile,1
D:\pytorch\dataloader\data\12774_automobile.png,automobile,1
D:\pytorch\dataloader\data\12775_truck.png,truck,9
D:\pytorch\dataloader\data\12776_cat.png,cat,3
D:\pytorch\dataloader\data\12777_airplane.png,airplane,0
D:\pytorch\dataloader\data\12778_horse.png,horse,7
D:\pytorch\dataloader\data\12779_frog.png,frog,6
D:\pytorch\dataloader\data\1277_bird.png,bird,2
D:\pytorch\dataloader\data\1277_truck.png,truck,9
D:\pytorch\dataloader\data\12780_cat.png,cat,3
D:\pytorch\dataloader\data\12781_frog.png,frog,6
D:\pytorch\dataloader\data\12782_bird.png,bird,2
D:\pytorch\dataloader\data\12783_cat.png,cat,3
D:\pytorch\dataloader\data\12784_bird.png,bird,2
D:\pytorch\dataloader\data\12785_airplane.png,airplane,0
D:\pytorch\dataloader\data\12786_cat.png,cat,3
D:\pytorch\dataloader\data\12787_horse.png,horse,7
D:\pytorch\dataloader\data\12788_frog.png,frog,6
D:\pytorch\dataloader\data\12789_truck.png,truck,9
D:\pytorch\dataloader\data\1278_airplane.png,airplane,0
D:\pytorch\dataloader\data\1278_bird.png,bird,2
D:\pytorch\dataloader\data\12790_bird.png,bird,2
D:\pytorch\dataloader\data\12791_dog.png,dog,5
D:\pytorch\dataloader\data\12792_ship.png,ship,8
D:\pytorch\dataloader\data\12793_truck.png,truck,9
D:\pytorch\dataloader\data\12794_horse.png,horse,7
D:\pytorch\dataloader\data\12795_deer.png,deer,4
D:\pytorch\dataloader\data\12796_frog.png,frog,6
D:\pytorch\dataloader\data\12797_deer.png,deer,4
D:\pytorch\dataloader\data\12798_cat.png,cat,3
D:\pytorch\dataloader\data\12799_frog.png,frog,6
D:\pytorch\dataloader\data\1279_ship.png,ship,8
D:\pytorch\dataloader\data\1279_truck.png,truck,9
D:\pytorch\dataloader\data\127_cat.png,cat,3
D:\pytorch\dataloader\data\127_truck.png,truck,9
D:\pytorch\dataloader\data\12800_automobile.png,automobile,1
D:\pytorch\dataloader\data\12801_ship.png,ship,8
D:\pytorch\dataloader\data\12802_airplane.png,airplane,0
D:\pytorch\dataloader\data\12803_deer.png,deer,4
D:\pytorch\dataloader\data\12804_frog.png,frog,6
D:\pytorch\dataloader\data\12805_deer.png,deer,4
D:\pytorch\dataloader\data\12806_ship.png,ship,8
D:\pytorch\dataloader\data\12807_airplane.png,airplane,0
D:\pytorch\dataloader\data\12808_airplane.png,airplane,0
D:\pytorch\dataloader\data\12809_airplane.png,airplane,0
D:\pytorch\dataloader\data\1280_cat.png,cat,3
D:\pytorch\dataloader\data\1280_dog.png,dog,5
D:\pytorch\dataloader\data\12810_deer.png,deer,4
D:\pytorch\dataloader\data\12811_cat.png,cat,3
D:\pytorch\dataloader\data\12812_deer.png,deer,4
D:\pytorch\dataloader\data\12813_ship.png,ship,8
D:\pytorch\dataloader\data\12814_automobile.png,automobile,1
D:\pytorch\dataloader\data\12815_cat.png,cat,3
D:\pytorch\dataloader\data\12816_truck.png,truck,9
D:\pytorch\dataloader\data\12817_airplane.png,airplane,0
D:\pytorch\dataloader\data\12818_airplane.png,airplane,0
D:\pytorch\dataloader\data\12819_bird.png,bird,2
D:\pytorch\dataloader\data\1281_cat.png,cat,3
D:\pytorch\dataloader\data\1281_ship.png,ship,8
D:\pytorch\dataloader\data\12820_airplane.png,airplane,0
D:\pytorch\dataloader\data\12821_cat.png,cat,3
D:\pytorch\dataloader\data\12822_truck.png,truck,9
D:\pytorch\dataloader\data\12823_cat.png,cat,3
D:\pytorch\dataloader\data\12824_frog.png,frog,6
D:\pytorch\dataloader\data\12825_dog.png,dog,5
D:\pytorch\dataloader\data\12826_deer.png,deer,4
D:\pytorch\dataloader\data\12827_truck.png,truck,9
D:\pytorch\dataloader\data\12828_automobile.png,automobile,1
D:\pytorch\dataloader\data\12829_dog.png,dog,5
D:\pytorch\dataloader\data\1282_ship.png,ship,8
D:\pytorch\dataloader\data\1282_truck.png,truck,9
D:\pytorch\dataloader\data\12830_ship.png,ship,8
D:\pytorch\dataloader\data\12831_frog.png,frog,6
D:\pytorch\dataloader\data\12832_dog.png,dog,5
D:\pytorch\dataloader\data\12833_dog.png,dog,5
D:\pytorch\dataloader\data\12834_ship.png,ship,8
D:\pytorch\dataloader\data\12835_truck.png,truck,9
D:\pytorch\dataloader\data\12836_airplane.png,airplane,0
D:\pytorch\dataloader\data\12837_cat.png,cat,3
D:\pytorch\dataloader\data\12838_horse.png,horse,7
D:\pytorch\dataloader\data\12839_dog.png,dog,5
D:\pytorch\dataloader\data\1283_bird.png,bird,2
D:\pytorch\dataloader\data\1283_dog.png,dog,5
D:\pytorch\dataloader\data\12840_truck.png,truck,9
D:\pytorch\dataloader\data\12841_automobile.png,automobile,1
D:\pytorch\dataloader\data\12842_horse.png,horse,7
D:\pytorch\dataloader\data\12843_deer.png,deer,4
D:\pytorch\dataloader\data\12844_horse.png,horse,7
D:\pytorch\dataloader\data\12845_horse.png,horse,7
D:\pytorch\dataloader\data\12846_deer.png,deer,4
D:\pytorch\dataloader\data\12847_bird.png,bird,2
D:\pytorch\dataloader\data\12848_horse.png,horse,7
D:\pytorch\dataloader\data\12849_automobile.png,automobile,1
D:\pytorch\dataloader\data\1284_deer.png,deer,4
D:\pytorch\dataloader\data\1284_ship.png,ship,8
D:\pytorch\dataloader\data\12850_frog.png,frog,6
D:\pytorch\dataloader\data\12851_dog.png,dog,5
D:\pytorch\dataloader\data\12852_frog.png,frog,6
D:\pytorch\dataloader\data\12853_cat.png,cat,3
D:\pytorch\dataloader\data\12854_airplane.png,airplane,0
D:\pytorch\dataloader\data\12855_ship.png,ship,8
D:\pytorch\dataloader\data\12856_automobile.png,automobile,1
D:\pytorch\dataloader\data\12857_ship.png,ship,8
D:\pytorch\dataloader\data\12858_deer.png,deer,4
D:\pytorch\dataloader\data\12859_deer.png,deer,4
D:\pytorch\dataloader\data\1285_bird.png,bird,2
D:\pytorch\dataloader\data\1285_truck.png,truck,9
D:\pytorch\dataloader\data\12860_bird.png,bird,2
D:\pytorch\dataloader\data\12861_ship.png,ship,8
D:\pytorch\dataloader\data\12862_deer.png,deer,4
D:\pytorch\dataloader\data\12863_truck.png,truck,9
D:\pytorch\dataloader\data\12864_horse.png,horse,7
D:\pytorch\dataloader\data\12865_automobile.png,automobile,1
D:\pytorch\dataloader\data\12866_ship.png,ship,8
D:\pytorch\dataloader\data\12867_ship.png,ship,8
D:\pytorch\dataloader\data\12868_ship.png,ship,8
D:\pytorch\dataloader\data\12869_horse.png,horse,7
D:\pytorch\dataloader\data\1286_cat.png,cat,3
D:\pytorch\dataloader\data\1286_ship.png,ship,8
D:\pytorch\dataloader\data\12870_cat.png,cat,3
D:\pytorch\dataloader\data\12871_bird.png,bird,2
D:\pytorch\dataloader\data\12872_cat.png,cat,3
D:\pytorch\dataloader\data\12873_truck.png,truck,9
D:\pytorch\dataloader\data\12874_frog.png,frog,6
D:\pytorch\dataloader\data\12875_automobile.png,automobile,1
D:\pytorch\dataloader\data\12876_ship.png,ship,8
D:\pytorch\dataloader\data\12877_bird.png,bird,2
D:\pytorch\dataloader\data\12878_truck.png,truck,9
D:\pytorch\dataloader\data\12879_frog.png,frog,6
D:\pytorch\dataloader\data\1287_automobile.png,automobile,1
D:\pytorch\dataloader\data\1287_truck.png,truck,9
D:\pytorch\dataloader\data\12880_ship.png,ship,8
D:\pytorch\dataloader\data\12881_automobile.png,automobile,1
D:\pytorch\dataloader\data\12882_cat.png,cat,3
D:\pytorch\dataloader\data\12883_airplane.png,airplane,0
D:\pytorch\dataloader\data\12884_dog.png,dog,5
D:\pytorch\dataloader\data\12885_frog.png,frog,6
D:\pytorch\dataloader\data\12886_cat.png,cat,3
D:\pytorch\dataloader\data\12887_frog.png,frog,6
D:\pytorch\dataloader\data\12888_horse.png,horse,7
D:\pytorch\dataloader\data\12889_horse.png,horse,7
D:\pytorch\dataloader\data\1288_automobile.png,automobile,1
D:\pytorch\dataloader\data\1288_bird.png,bird,2
D:\pytorch\dataloader\data\12890_dog.png,dog,5
D:\pytorch\dataloader\data\12891_ship.png,ship,8
D:\pytorch\dataloader\data\12892_bird.png,bird,2
D:\pytorch\dataloader\data\12893_automobile.png,automobile,1
D:\pytorch\dataloader\data\12894_automobile.png,automobile,1
D:\pytorch\dataloader\data\12895_truck.png,truck,9
D:\pytorch\dataloader\data\12896_deer.png,deer,4
D:\pytorch\dataloader\data\12897_frog.png,frog,6
D:\pytorch\dataloader\data\12898_deer.png,deer,4
D:\pytorch\dataloader\data\12899_horse.png,horse,7
D:\pytorch\dataloader\data\1289_frog.png,frog,6
D:\pytorch\dataloader\data\1289_ship.png,ship,8
D:\pytorch\dataloader\data\128_dog.png,dog,5
D:\pytorch\dataloader\data\12900_horse.png,horse,7
D:\pytorch\dataloader\data\12901_horse.png,horse,7
D:\pytorch\dataloader\data\12902_truck.png,truck,9
D:\pytorch\dataloader\data\12903_automobile.png,automobile,1
D:\pytorch\dataloader\data\12904_cat.png,cat,3
D:\pytorch\dataloader\data\12905_ship.png,ship,8
D:\pytorch\dataloader\data\12906_frog.png,frog,6
D:\pytorch\dataloader\data\12907_ship.png,ship,8
D:\pytorch\dataloader\data\12908_dog.png,dog,5
D:\pytorch\dataloader\data\12909_horse.png,horse,7
D:\pytorch\dataloader\data\1290_dog.png,dog,5
D:\pytorch\dataloader\data\1290_truck.png,truck,9
D:\pytorch\dataloader\data\12910_airplane.png,airplane,0
D:\pytorch\dataloader\data\12911_airplane.png,airplane,0
D:\pytorch\dataloader\data\12912_dog.png,dog,5
D:\pytorch\dataloader\data\12913_dog.png,dog,5
D:\pytorch\dataloader\data\12914_automobile.png,automobile,1
D:\pytorch\dataloader\data\12915_airplane.png,airplane,0
D:\pytorch\dataloader\data\12916_airplane.png,airplane,0
D:\pytorch\dataloader\data\12917_automobile.png,automobile,1
D:\pytorch\dataloader\data\12918_ship.png,ship,8
D:\pytorch\dataloader\data\12919_automobile.png,automobile,1
D:\pytorch\dataloader\data\1291_bird.png,bird,2
D:\pytorch\dataloader\data\1291_truck.png,truck,9
D:\pytorch\dataloader\data\12920_automobile.png,automobile,1
D:\pytorch\dataloader\data\12921_deer.png,deer,4
D:\pytorch\dataloader\data\12922_airplane.png,airplane,0
D:\pytorch\dataloader\data\12923_automobile.png,automobile,1
D:\pytorch\dataloader\data\12924_bird.png,bird,2
D:\pytorch\dataloader\data\12925_horse.png,horse,7
D:\pytorch\dataloader\data\12926_ship.png,ship,8
D:\pytorch\dataloader\data\12927_automobile.png,automobile,1
D:\pytorch\dataloader\data\12928_frog.png,frog,6
D:\pytorch\dataloader\data\12929_automobile.png,automobile,1
D:\pytorch\dataloader\data\1292_deer.png,deer,4
D:\pytorch\dataloader\data\1292_ship.png,ship,8
D:\pytorch\dataloader\data\12930_frog.png,frog,6
D:\pytorch\dataloader\data\12931_dog.png,dog,5
D:\pytorch\dataloader\data\12932_ship.png,ship,8
D:\pytorch\dataloader\data\12933_frog.png,frog,6
D:\pytorch\dataloader\data\12934_frog.png,frog,6
D:\pytorch\dataloader\data\12935_ship.png,ship,8
D:\pytorch\dataloader\data\12936_airplane.png,airplane,0
D:\pytorch\dataloader\data\12937_dog.png,dog,5
D:\pytorch\dataloader\data\12938_ship.png,ship,8
D:\pytorch\dataloader\data\12939_frog.png,frog,6
D:\pytorch\dataloader\data\1293_automobile.png,automobile,1
D:\pytorch\dataloader\data\1293_deer.png,deer,4
D:\pytorch\dataloader\data\12940_bird.png,bird,2
D:\pytorch\dataloader\data\12941_horse.png,horse,7
D:\pytorch\dataloader\data\12942_horse.png,horse,7
D:\pytorch\dataloader\data\12943_cat.png,cat,3
D:\pytorch\dataloader\data\12944_airplane.png,airplane,0
D:\pytorch\dataloader\data\12945_bird.png,bird,2
D:\pytorch\dataloader\data\12946_automobile.png,automobile,1
D:\pytorch\dataloader\data\12947_dog.png,dog,5
D:\pytorch\dataloader\data\12948_truck.png,truck,9
D:\pytorch\dataloader\data\12949_automobile.png,automobile,1
D:\pytorch\dataloader\data\1294_deer.png,deer,4
D:\pytorch\dataloader\data\1294_ship.png,ship,8
D:\pytorch\dataloader\data\12950_truck.png,truck,9
D:\pytorch\dataloader\data\12951_ship.png,ship,8
D:\pytorch\dataloader\data\12952_cat.png,cat,3
D:\pytorch\dataloader\data\12953_cat.png,cat,3
D:\pytorch\dataloader\data\12954_ship.png,ship,8
D:\pytorch\dataloader\data\12955_truck.png,truck,9
D:\pytorch\dataloader\data\12956_cat.png,cat,3
D:\pytorch\dataloader\data\12957_truck.png,truck,9
D:\pytorch\dataloader\data\12958_bird.png,bird,2
D:\pytorch\dataloader\data\12959_deer.png,deer,4
D:\pytorch\dataloader\data\1295_airplane.png,airplane,0
D:\pytorch\dataloader\data\1295_bird.png,bird,2
D:\pytorch\dataloader\data\12960_airplane.png,airplane,0
D:\pytorch\dataloader\data\12961_horse.png,horse,7
D:\pytorch\dataloader\data\12962_dog.png,dog,5
D:\pytorch\dataloader\data\12963_automobile.png,automobile,1
D:\pytorch\dataloader\data\12964_automobile.png,automobile,1
D:\pytorch\dataloader\data\12965_cat.png,cat,3
D:\pytorch\dataloader\data\12966_cat.png,cat,3
D:\pytorch\dataloader\data\12967_airplane.png,airplane,0
D:\pytorch\dataloader\data\12968_deer.png,deer,4
D:\pytorch\dataloader\data\12969_cat.png,cat,3
D:\pytorch\dataloader\data\1296_airplane.png,airplane,0
D:\pytorch\dataloader\data\1296_horse.png,horse,7
D:\pytorch\dataloader\data\12970_truck.png,truck,9
D:\pytorch\dataloader\data\12971_cat.png,cat,3
D:\pytorch\dataloader\data\12972_truck.png,truck,9
D:\pytorch\dataloader\data\12973_cat.png,cat,3
D:\pytorch\dataloader\data\12974_dog.png,dog,5
D:\pytorch\dataloader\data\12975_deer.png,deer,4
D:\pytorch\dataloader\data\12976_truck.png,truck,9
D:\pytorch\dataloader\data\12977_automobile.png,automobile,1
D:\pytorch\dataloader\data\12978_bird.png,bird,2
D:\pytorch\dataloader\data\12979_truck.png,truck,9
D:\pytorch\dataloader\data\1297_bird.png,bird,2
D:\pytorch\dataloader\data\1297_deer.png,deer,4
D:\pytorch\dataloader\data\12980_horse.png,horse,7
D:\pytorch\dataloader\data\12981_automobile.png,automobile,1
D:\pytorch\dataloader\data\12982_automobile.png,automobile,1
D:\pytorch\dataloader\data\12983_horse.png,horse,7
D:\pytorch\dataloader\data\12984_horse.png,horse,7
D:\pytorch\dataloader\data\12985_horse.png,horse,7
D:\pytorch\dataloader\data\12986_truck.png,truck,9
D:\pytorch\dataloader\data\12987_dog.png,dog,5
D:\pytorch\dataloader\data\12988_cat.png,cat,3
D:\pytorch\dataloader\data\12989_deer.png,deer,4
D:\pytorch\dataloader\data\1298_dog.png,dog,5
D:\pytorch\dataloader\data\1298_truck.png,truck,9
D:\pytorch\dataloader\data\12990_bird.png,bird,2
D:\pytorch\dataloader\data\12991_airplane.png,airplane,0
D:\pytorch\dataloader\data\12992_bird.png,bird,2
D:\pytorch\dataloader\data\12993_airplane.png,airplane,0
D:\pytorch\dataloader\data\12994_horse.png,horse,7
D:\pytorch\dataloader\data\12995_horse.png,horse,7
D:\pytorch\dataloader\data\12996_frog.png,frog,6
D:\pytorch\dataloader\data\12997_deer.png,deer,4
D:\pytorch\dataloader\data\12998_horse.png,horse,7
D:\pytorch\dataloader\data\12999_automobile.png,automobile,1
D:\pytorch\dataloader\data\1299_deer.png,deer,4
D:\pytorch\dataloader\data\1299_horse.png,horse,7
D:\pytorch\dataloader\data\129_airplane.png,airplane,0
D:\pytorch\dataloader\data\129_bird.png,bird,2
D:\pytorch\dataloader\data\12_dog.png,dog,5
D:\pytorch\dataloader\data\12_horse.png,horse,7
D:\pytorch\dataloader\data\13000_truck.png,truck,9
D:\pytorch\dataloader\data\13001_cat.png,cat,3
D:\pytorch\dataloader\data\13002_automobile.png,automobile,1
D:\pytorch\dataloader\data\13003_truck.png,truck,9
D:\pytorch\dataloader\data\13004_ship.png,ship,8
D:\pytorch\dataloader\data\13005_deer.png,deer,4
D:\pytorch\dataloader\data\13006_automobile.png,automobile,1
D:\pytorch\dataloader\data\13007_bird.png,bird,2
D:\pytorch\dataloader\data\13008_airplane.png,airplane,0
D:\pytorch\dataloader\data\13009_horse.png,horse,7
D:\pytorch\dataloader\data\1300_deer.png,deer,4
D:\pytorch\dataloader\data\1300_ship.png,ship,8
D:\pytorch\dataloader\data\13010_automobile.png,automobile,1
D:\pytorch\dataloader\data\13011_airplane.png,airplane,0
D:\pytorch\dataloader\data\13012_deer.png,deer,4
D:\pytorch\dataloader\data\13013_cat.png,cat,3
D:\pytorch\dataloader\data\13014_horse.png,horse,7
D:\pytorch\dataloader\data\13015_ship.png,ship,8
D:\pytorch\dataloader\data\13016_airplane.png,airplane,0
D:\pytorch\dataloader\data\13017_truck.png,truck,9
D:\pytorch\dataloader\data\13018_frog.png,frog,6
D:\pytorch\dataloader\data\13019_cat.png,cat,3
D:\pytorch\dataloader\data\1301_automobile.png,automobile,1
D:\pytorch\dataloader\data\13020_ship.png,ship,8
D:\pytorch\dataloader\data\13021_deer.png,deer,4
D:\pytorch\dataloader\data\13022_horse.png,horse,7
D:\pytorch\dataloader\data\13023_deer.png,deer,4
D:\pytorch\dataloader\data\13024_truck.png,truck,9
D:\pytorch\dataloader\data\13025_deer.png,deer,4
D:\pytorch\dataloader\data\13026_horse.png,horse,7
D:\pytorch\dataloader\data\13027_ship.png,ship,8
D:\pytorch\dataloader\data\13028_airplane.png,airplane,0
D:\pytorch\dataloader\data\13029_frog.png,frog,6
D:\pytorch\dataloader\data\1302_frog.png,frog,6
D:\pytorch\dataloader\data\1302_horse.png,horse,7
D:\pytorch\dataloader\data\13030_airplane.png,airplane,0
D:\pytorch\dataloader\data\13031_airplane.png,airplane,0
D:\pytorch\dataloader\data\13032_automobile.png,automobile,1
D:\pytorch\dataloader\data\13033_bird.png,bird,2
D:\pytorch\dataloader\data\13034_truck.png,truck,9
D:\pytorch\dataloader\data\13035_bird.png,bird,2
D:\pytorch\dataloader\data\13036_bird.png,bird,2
D:\pytorch\dataloader\data\13037_automobile.png,automobile,1
D:\pytorch\dataloader\data\13038_deer.png,deer,4
D:\pytorch\dataloader\data\13039_horse.png,horse,7
D:\pytorch\dataloader\data\1303_deer.png,deer,4
D:\pytorch\dataloader\data\13040_automobile.png,automobile,1
D:\pytorch\dataloader\data\13041_ship.png,ship,8
D:\pytorch\dataloader\data\13042_bird.png,bird,2
D:\pytorch\dataloader\data\13043_airplane.png,airplane,0
D:\pytorch\dataloader\data\13044_automobile.png,automobile,1
D:\pytorch\dataloader\data\13045_dog.png,dog,5
D:\pytorch\dataloader\data\13046_frog.png,frog,6
D:\pytorch\dataloader\data\13047_bird.png,bird,2
D:\pytorch\dataloader\data\13048_dog.png,dog,5
D:\pytorch\dataloader\data\13049_frog.png,frog,6
D:\pytorch\dataloader\data\1304_automobile.png,automobile,1
D:\pytorch\dataloader\data\1304_deer.png,deer,4
D:\pytorch\dataloader\data\13050_dog.png,dog,5
D:\pytorch\dataloader\data\13051_airplane.png,airplane,0
D:\pytorch\dataloader\data\13052_automobile.png,automobile,1
D:\pytorch\dataloader\data\13053_cat.png,cat,3
D:\pytorch\dataloader\data\13054_ship.png,ship,8
D:\pytorch\dataloader\data\13055_airplane.png,airplane,0
D:\pytorch\dataloader\data\13056_automobile.png,automobile,1
D:\pytorch\dataloader\data\13057_dog.png,dog,5
D:\pytorch\dataloader\data\13058_horse.png,horse,7
D:\pytorch\dataloader\data\13059_bird.png,bird,2
D:\pytorch\dataloader\data\1305_automobile.png,automobile,1
D:\pytorch\dataloader\data\1305_truck.png,truck,9
D:\pytorch\dataloader\data\13060_airplane.png,airplane,0
D:\pytorch\dataloader\data\13061_cat.png,cat,3
D:\pytorch\dataloader\data\13062_cat.png,cat,3
D:\pytorch\dataloader\data\13063_truck.png,truck,9
D:\pytorch\dataloader\data\13064_cat.png,cat,3
D:\pytorch\dataloader\data\13065_automobile.png,automobile,1
D:\pytorch\dataloader\data\13066_frog.png,frog,6
D:\pytorch\dataloader\data\13067_dog.png,dog,5
D:\pytorch\dataloader\data\13068_airplane.png,airplane,0
D:\pytorch\dataloader\data\13069_airplane.png,airplane,0
D:\pytorch\dataloader\data\1306_airplane.png,airplane,0
D:\pytorch\dataloader\data\1306_automobile.png,automobile,1
D:\pytorch\dataloader\data\13070_truck.png,truck,9
D:\pytorch\dataloader\data\13071_bird.png,bird,2
D:\pytorch\dataloader\data\13072_ship.png,ship,8
D:\pytorch\dataloader\data\13073_dog.png,dog,5
D:\pytorch\dataloader\data\13074_truck.png,truck,9
D:\pytorch\dataloader\data\13075_bird.png,bird,2
D:\pytorch\dataloader\data\13076_frog.png,frog,6
D:\pytorch\dataloader\data\13077_frog.png,frog,6
D:\pytorch\dataloader\data\13078_truck.png,truck,9
D:\pytorch\dataloader\data\13079_ship.png,ship,8
D:\pytorch\dataloader\data\1307_bird.png,bird,2
D:\pytorch\dataloader\data\13080_frog.png,frog,6
D:\pytorch\dataloader\data\13081_bird.png,bird,2
D:\pytorch\dataloader\data\13082_cat.png,cat,3
D:\pytorch\dataloader\data\13083_horse.png,horse,7
D:\pytorch\dataloader\data\13084_airplane.png,airplane,0
D:\pytorch\dataloader\data\13085_cat.png,cat,3
D:\pytorch\dataloader\data\13086_airplane.png,airplane,0
D:\pytorch\dataloader\data\13087_dog.png,dog,5
D:\pytorch\dataloader\data\13088_automobile.png,automobile,1
D:\pytorch\dataloader\data\13089_cat.png,cat,3
D:\pytorch\dataloader\data\1308_dog.png,dog,5
D:\pytorch\dataloader\data\1308_horse.png,horse,7
D:\pytorch\dataloader\data\13090_airplane.png,airplane,0
D:\pytorch\dataloader\data\13091_cat.png,cat,3
D:\pytorch\dataloader\data\13092_horse.png,horse,7
D:\pytorch\dataloader\data\13093_cat.png,cat,3
D:\pytorch\dataloader\data\13094_cat.png,cat,3
D:\pytorch\dataloader\data\13095_ship.png,ship,8
D:\pytorch\dataloader\data\13096_truck.png,truck,9
D:\pytorch\dataloader\data\13097_dog.png,dog,5
